panel,measure_category,general_domain,domain_name,scale_type,scale_length,time_frame,survey_item,response_options,original_varcode,varcode,info_source,comment,reverse_coding,behav_type,behav_paid,dependencies
USOC_IP,Behaviour,Domain_specific,Gambling,Choice,2,NA,"Between Lottery A and Lottery B, which lottery do you prefer?
Lottery A: Winning £40 with a 5 in 10 chance (i.e., die roll is 1,2,3,4 or 5), and £32 with a 5 in 10 chance (i.e., die roll is 6,7,8,9 or 10)
Lottery B: Winning £77 with a 5 in 10 chance (i.e., die roll is 1,2,3,4 or 5), and £2 with a 5 in 10 chance (i.e., die roll is 6,7,8,9 or 10)","1) Lottery A
2) Lottery  B",choice77,CHOICE_HL_LOWSTA_5,"Online codebook: 
https://www.understandingsociety.ac.uk/documentation/innovation-panel/dataset-documentation/variable/choice77     

Questionnaires
https://www.understandingsociety.ac.uk/documentation/innovation-panel/questionnaires","asked in waves: W6, W7 

W6 and W7 data used in:
Galizzi, Matteo, Machado, Sara R. and Miniaci, Raffaele, (2016), Temporal stability, cross-validity, and external validity of risk preferences measures: experimental evidence from a UK representative sample, LSE Research Online Documents on Economics, London School of Economics and Political Science, LSE Library, https://EconPapers.repec.org/RePEc:ehl:lserod:67554.  

Adapted from the multiple price list  binary-lotteries method by Holt and Laury (Holt and Laury, 2002).
Holt, C. A., & Laury, S. K. (2002). Risk aversion and incentive effects. American economic review, 92(5), 1644-1655.

Need to be aware of inconsistent switching points.",NA,MPL,Incentivized,None
USOC_IP,Behaviour,Domain_specific,Gambling,Choice,2,NA,"Between Lottery A and Lottery B, which lottery do you prefer?
Lottery A: Winning £40 with a 6 in 10 chance (i.e., die roll is 1,2,3,4,5 or 6), and £32 with a 4 in 10 chance (i.e., die roll is 7,8,9 or 10)
Lottery B: Winning £77 with a 6 in 10 chance (i.e., die roll is 1,2,3,4,5 or 6), and £2 with a 4 in 10 chance (i.e., die roll is 7,8,9 or 10)","1) Lottery A
2) Lottery  B",choice78,CHOICE_HL_LOWSTA_6,"Online codebook: 
https://www.understandingsociety.ac.uk/documentation/innovation-panel/dataset-documentation/variable/choice78     

Questionnaires
https://www.understandingsociety.ac.uk/documentation/innovation-panel/questionnaires","asked in waves: W6, W7 

W6 and W7 data used in:
Galizzi, Matteo, Machado, Sara R. and Miniaci, Raffaele, (2016), Temporal stability, cross-validity, and external validity of risk preferences measures: experimental evidence from a UK representative sample, LSE Research Online Documents on Economics, London School of Economics and Political Science, LSE Library, https://EconPapers.repec.org/RePEc:ehl:lserod:67554.  

Adapted from the multiple price list  binary-lotteries method by Holt and Laury (Holt and Laury, 2002).
Holt, C. A., & Laury, S. K. (2002). Risk aversion and incentive effects. American economic review, 92(5), 1644-1655.

Need to be aware of inconsistent switching points.",NA,MPL,Incentivized,None
USOC_IP,Behaviour,Domain_specific,Gambling,Choice,2,NA,"Between Lottery A and Lottery B, which lottery do you prefer?
Lottery A: Winning £40 with a 7 in 10 chance (i.e., die roll is 1,2,3,4,5,6 or 7), and £32 with a 3 in 10 chance (i.e., die roll is 8,9 or 10)
Lottery B: Winning £77 with a 7 in 10 chance (i.e., die roll is 1,2,3,4,5,6 or 7), and £2 with a 3 in 10 chance (i.e., die roll is 8,9 or 10)","1) Lottery A
2) Lottery  B",choice79,CHOICE_HL_LOWSTA_7,"Online codebook: 
https://www.understandingsociety.ac.uk/documentation/innovation-panel/dataset-documentation/variable/choice79     

Questionnaires
https://www.understandingsociety.ac.uk/documentation/innovation-panel/questionnaires","asked in waves: W6, W7 

W6 and W7 data used in:
Galizzi, Matteo, Machado, Sara R. and Miniaci, Raffaele, (2016), Temporal stability, cross-validity, and external validity of risk preferences measures: experimental evidence from a UK representative sample, LSE Research Online Documents on Economics, London School of Economics and Political Science, LSE Library, https://EconPapers.repec.org/RePEc:ehl:lserod:67554.  

Adapted from the multiple price list  binary-lotteries method by Holt and Laury (Holt and Laury, 2002).
Holt, C. A., & Laury, S. K. (2002). Risk aversion and incentive effects. American economic review, 92(5), 1644-1655.

Need to be aware of inconsistent switching points.",NA,MPL,Incentivized,None
USOC_IP,Behaviour,Domain_specific,Gambling,Choice,2,NA,"Between Lottery A and Lottery B, which lottery do you prefer?
Lottery A: Winning £40 with an 8 in 10 chance (i.e., die roll is 1,2,3,4,5,6,7 or 8), and £32 with a 2 in 10 chance (i.e., die roll is 9 or 10)
Lottery B: Winning £77 with an 8 in 10 chance (i.e., die roll is 1,2,3,4,5,6,7 or 8), and £2 with a 2 in 10 chance (i.e., die roll is 9 or 10)","1) Lottery A
2) Lottery  B",choice80,CHOICE_HL_LOWSTA_8,"Online codebook: 
https://www.understandingsociety.ac.uk/documentation/innovation-panel/dataset-documentation/variable/choice80     

Questionnaires
https://www.understandingsociety.ac.uk/documentation/innovation-panel/questionnaires","asked in waves: W6, W7 

W6 and W7 data used in:
Galizzi, Matteo, Machado, Sara R. and Miniaci, Raffaele, (2016), Temporal stability, cross-validity, and external validity of risk preferences measures: experimental evidence from a UK representative sample, LSE Research Online Documents on Economics, London School of Economics and Political Science, LSE Library, https://EconPapers.repec.org/RePEc:ehl:lserod:67554.  

Adapted from the multiple price list  binary-lotteries method by Holt and Laury (Holt and Laury, 2002).
Holt, C. A., & Laury, S. K. (2002). Risk aversion and incentive effects. American economic review, 92(5), 1644-1655.

Need to be aware of inconsistent switching points.",NA,MPL,Incentivized,None
USOC_IP,Behaviour,Domain_specific,Gambling,Choice,2,NA,"Between Lottery A and Lottery B, which lottery do you prefer?
Lottery A: Winning £40 with a 9 in 10 chance (i.e., die roll is 1,2,3,4,5,6,7,8 or 9), and £32 with a 1 in 10 chance (i.e., die roll is 10)
Lottery B: Winning £77 with a 9 in 10 chance (i.e., die roll is 1,2,3,4,5,6,7,8 or 9), and £2 with a 1 in 10 chance (i.e., die roll is 10)","1) Lottery A
2) Lottery  B",choice81,CHOICE_HL_LOWSTA_9,"Online codebook: 
https://www.understandingsociety.ac.uk/documentation/innovation-panel/dataset-documentation/variable/choice81     

Questionnaires
https://www.understandingsociety.ac.uk/documentation/innovation-panel/questionnaires","asked in waves: W6, W7 

W6 and W7 data used in:
Galizzi, Matteo, Machado, Sara R. and Miniaci, Raffaele, (2016), Temporal stability, cross-validity, and external validity of risk preferences measures: experimental evidence from a UK representative sample, LSE Research Online Documents on Economics, London School of Economics and Political Science, LSE Library, https://EconPapers.repec.org/RePEc:ehl:lserod:67554.  

Adapted from the multiple price list  binary-lotteries method by Holt and Laury (Holt and Laury, 2002).
Holt, C. A., & Laury, S. K. (2002). Risk aversion and incentive effects. American economic review, 92(5), 1644-1655.

Need to be aware of inconsistent switching points.",NA,MPL,Incentivized,None
USOC_IP,Behaviour,Domain_specific,Gambling,Composite,NA,NA,proportion of risky choices made in CHOICE_HL_LOWSTA_1- CHOICE_HL_LOWSTA_9 vars,(see pre-processing script for more info),NA,HS_LOTTERY_RISK,NA,Processed value from a series of choices asked in different waves,N,MPL,Incentivized,none
USOC_IP,Behaviour,Domain_specific,Gambling,Ordinal,6,NA,"In this last choice, you will be asked to choose the lottery that you prefer among six different lotteries. The six different lotteries are presented below. You have to select one and only one of these lotteries. Which outcome occurs for each of the six lotteries depends on the roll of a ten-sided die. Each outcome has a 50% chance of occurring depending on the roll. If the roll is 1,2,3,4 or 5 the outcome is 'Low'. If the roll is 6,7,8,9 or 10, the roll is 'High'. Between Lotteries A, B, C, D, E and F, which lottery do you prefer?
Lottery A: Winning £28 if the roll is 'low' (i.e., die roll is 1,2,3,4 or 5), or £28 if the roll is 'high' (i.e., die roll is 6,7,8,9 or 10)
Lottery B: Winning £24 if the roll is 'low' (i.e., die roll is 1,2,3,4 or 5), or £36 if the roll is 'high' (i.e., die roll is 6,7,8,9 or 10)
Lottery C: Winning £20 if the roll is 'low' (i.e., die roll is 1,2,3,4 or 5), or £44 if the roll is 'high' (i.e., die roll is 6,7,8,9 or 10)
Lottery D: Winning £16 if the roll is 'low' (i.e., die roll is 1,2,3,4 or 5), or £52 if the roll is 'high' (i.e., die roll is 6,7,8,9 or 10)
Lottery E: Winning £12 if the roll is 'low' (i.e., die roll is 1,2,3,4 or 5), or £60 if the roll is 'high' (i.e., die roll is 6,7,8,9 or 10)
Lottery F: Winning £2 if the roll is 'low' (i.e., die roll is 1,2,3,4 or 5), or £70 if the roll is 'high' (i.e., die roll is 6,7,8,9 or 10)","1) Lottery A
2) Lottery B
3) Lottery C
4) Lottery D
5) Lottery E
6) Lottery F",choice91,LOTTERY_EG,"Online codebook: 
https://www.understandingsociety.ac.uk/documentation/innovation-panel/dataset-documentation/variable/choice91     

Questionnaires
https://www.understandingsociety.ac.uk/documentation/innovation-panel/questionnaires","asked in waves: W6, W7 

W6 and W7 data used in:
Galizzi, Matteo, Machado, Sara R. and Miniaci, Raffaele, (2016), Temporal stability, cross-validity, and external validity of risk preferences measures: experimental evidence from a UK representative sample, LSE Research Online Documents on Economics, London School of Economics and Political Science, LSE Library, https://EconPapers.repec.org/RePEc:ehl:lserod:67554.  

Adapted from Binswanger (1980, 1981) and Eckel and Grossman (2008).
Binswanger, H. P. (1980). Attitudes toward risk: Experimental measurement in rural India. American journal of agricultural economics, 62(3), 395-407.
Eckel, C. C., & Grossman, P. J. (2008). Men, women and risk aversion: Experimental evidence. Handbook of experimental economics results, 1, 1061-1073.",NA,Lottery,Incentivized,None
USOC_IP,Behaviour,Domain_specific,Gambling,Composite,NA,NA,proportion of risky choices made in CHOICE_HL_HISTA_1- CHOICE_HL_HISTA_9 vars,(see pre-processing script for more info),NA,LS_LOTTERY_RISK,NA,Processed value from a series of choices asked in different waves,N,MPL,Incentivized,none
ANPS,Behaviour,Domain_specific,Investment,Discrete,101,NA,"“Assume that you win the first of the two additional lotteries and obtain €100. You have to decide now how much of the amount of €100 you want to invest in a risky asset. The risky asset loses the invested money with a probability of 1/2 and gives you 2.5 times the invested amount with a probability of 1/2. For example: if you do not invest anything, you keep the €100; if you invest everything, you end up with either €0 or €250”",amount of money invested,risk_elicited,LOTTERY_ALLOCB,"Study:
https://www.sciencedirect.com/science/article/pii/S0165176521004377#fn3",asked in W1 and W2,N,Allocation,Incentivized,None
DRICHOUTIS,Behaviour,Domain_specific,Investment,Ordinal,6,NA,"How much of a €100,000 prize would you invest in a lottery with a 50–50 chance of doubling it or losing half?","
1) 100.000 Euro 
2)  80.000 Euro 
3)  60.000 Euro 
4)  40.000 Euro 
5)  20.000 Euro 
6)  Nothing, decline offer",risklottery,BANK_ALLOC,Study: https://onlinelibrary.wiley.com/doi/full/10.1111/jems.12441,"asked in W1, W2, W3",Y,Allocation,Hypothetical,None
Add Health,Frequency,Domain_specific,Alcohol,Ordinal,7,365,"Over the past 12 months, on how many days did you drink 5 or more drinks in a row?","1) every day or almost everyday 
2) 3 to 5 days a week
3) 1 or 2 days a week 
4) 2 or 3 days a month
5) once a month or less (3-12 times in the past 12 months)
6) 1 or 2 days in the past 12 months
7) never
","H1TO17 (W1)
H2TO21 (W2)",ALC_5DRINKS_YR_ORD7A,Add Health Codebook Explorer (ACE)https://addhealth.cpc.unc.edu/documentation/codebook-explorer/#/variable_collection/2022,"asked in W1, W2

Need to adjust coding of the variable such that it matches W3 and W4 coding for the similar measure (H3TO40 & H4TO37)",Y,NA,NA,"H1TO17 (W1) and H2TO21 (W2) are skipped/response gets NA depending on responses to H1TO12 (W1) and H2TO15 (W2) respectively. These are phrased differently.

H1TO12: Have you had a drink of beer, wine, or liquor—not just a sip or a taste of someone else’s drink more than 2 or 3 times in your life? No (0), Yes (1),  Refuse (6), DK (8), NA (9)

H2TO15: Since {MOLI}, have you had a drink of beer, wine, or liquor—not just a sip or a taste of someone else’s drink—more than two or three times?  No (0), Yes (1), Refuse (6), DK (8)

AND

H1TO17 (W1) and H2TO21 (W2) are skipped/response gets NA depending on responses to H1TO15 (W1) and H2TO19 (W2) respectively. 
H1TO15 (W1) and H2TO19 (W2): During the past 12 months, how often did you drink beer, wine, or liquor?
1)  every day or almost everyday 
2)  3 to 5 days a week 
3)  1 or 2 days a week 
4)  2 or 3 days a month 
5)  once-a month or less (3-12 times in the past 12 months) 
6)  1 or 2 days in the past 12 months 
7)  never 


If H1TO12 == 0, then H1TO17 = 7 (never)
If H2TO15 == 0, then H2TO21 = 7 (never)
OR
If H1TO15 == 7 (never), then H1TO17 = 7 (never)
If H2TO19 == 7 (never), then H2TO21 = 7 (never)"
Add Health,Frequency,Domain_specific,Alcohol,Ordinal,7,365,"Over the past 12 months, on how many days did you drink 5 or more drinks in a row?","0) none
1) 1 or 2 days in the past 12 months
2) once a month or less (3-12 times in the past 12 months)
3) 2 or 3 days a month
4) 1 or 2 days a week
5) 3 to 5 days a week
6) every day or almost everyday","H3TO40 (W3)
H4TO37 (W4)
H5TO15 (W5)",ALC_5DRINKS_YR_ORD7A,"Add Health Codebook Explorer (ACE)
Wave V 
Mixed-Mode Survey codebook
https://addhealth.cpc.unc.edu/documentation/codebook-explorer/#/variable_collection/2022","asked in W3, W4, W5",N,NA,NA,"H3TO40 (W3) and H4TO37 (W4) are skipped/response gets NA depending on responses to H3TO37 (W3) and H4TO33 (W4) respectively. These are phrased differently.

H3TO37: Since June 1995, have you had a drink of beer, wine, or liquor  more than two or three times? Do not include sips or tastes  from someone else’s drink.  No (0), Yes (1),  Refuse (6), DK (8), NA (9)

H4TO33 : Have you had a drink of beer, wine, or liquor more than two or three times? Do not include sips or tastes from someone else's drink.  No (0), Yes (1), Refuse (6), DK (8)

H5TO11: Have you ever had a
drink of beer, wine, or liquor? Do not include sips or tastes from someone
 else's drink. No (0), Yes (1),

AND

H3TO40 (W3) and H4TO37 (W4) are skipped/response gets NA depending on responses to H3TO38 (W3) and H4TO35 (W4) respectively. 

H3TO38 (W3) and H4TO35 (W4) and H5TO12 (W5): During the past 12 months, how often did you drink beer, wine, or liquor?
0) none 
1) 1 or 2 days in the past month
2) once a month or less (3-12 times in the past 12 months)
3)  2 or 3 days a month
4) 1 or 2 days a week
5) 3 to 5 days a week
6) every day or almost every day 


If H3TO37 == 0, then H3TO40  = 0 (none)
If H4TO33 == 0, then H4TO37 = 0 (none)
If H5TO11 == 0, then H5TO15 = 0 (none)
OR 
If H3TO38 == 0 (none), then H3TO40  = 0 (none)
If H4TO35 == 0 (none), then  H4TO37 = 0 (none)
If H5TO12 == 0, then H5TO15 = 0 (none)"
Add Health,Frequency,Domain_specific,Alcohol,Ordinal,5,365,"Over the past 12 months, how many times has the following happened? You had problems with someone you were dating because you had been drinking.","0) never
1) once
2) twice
3) 3 to 4 times
4) 5 or more times
","H1TO23 (W1)
H2TO28 (W2)
H3TO47 (W3)",ALC_DATING_YR_ORD5A,Add Health Codebook Explorer (ACE)https://addhealth.cpc.unc.edu/documentation/codebook-explorer/#/variable_collection/1989,"asked in W1, W2, W3

",N,NA,NA,"H1TO23 (W1), H2TO28 (W2) and H3TO47 (W3) are skipped/response gets NA depending on responses to H1TO12 (W1), H2TO15 (W2) and H3TO37 (W3) respectively. These are phrased differently.

H1TO12: Have you had a drink of beer, wine, or liquor—not just a sip or a taste of someone else’s drink—more than 2 or 3 times in your life? No (0), Yes (1),  Refuse (6), DK (8), NA (9)

H2TO15: Since {MOLI}, have you had a drink of beer, wine, or liquor—not just a sip or a taste of someone else’s drink—more than two or three times?  No (0), Yes (1), Refuse (6), DK (8)

H3TO37: Since June 1995, have you had a drink of beer, wine, or liquor  more than two or three times? Do not include sips or tastes  from someone else’s drink.  No (0), Yes (1),  Refuse (6), DK (8), NA (9)

AND

H1TO23 (W1), H2TO28 (W2) and H3TO47 (W3)  are skipped/response gets NA depending on responses to H1TO15 (W1), H2TO19 (W2) and H3TO38 (W3) respectively.  These are phrased differently.

H1TO15 (W1) and H2TO19 (W2): During the past 12 months, how often did you drink beer, wine, or liquor?
1)  every day or almost everyday 
2)  3 to 5 days a week 
3)  1 or 2 days a week 
4)  2 or 3 days a month 
5)  once-a month or less (3-12 times in the past 12 months) 
6)  1 or 2 days in the past 12 months 
7)  never 

H3TO38 (W3) : During the past 12 months, how often did you drink beer, wine, or liquor?
0) none 
1) 1 or 2 days in the past month
2) once a month or less (3-12 times in the past 12 months)
3)  2 or 3 days a month
4) 1 or 2 days a week
5) 3 to 5 days a week
6) every day or almost every day 

If H1TO12 == 0, then H1TO23 = 0 (never)
If H2TO15 == 0, then H2TO28 = 0 (never)
If H3TO37 == 0, then H3TO47  = 0 (never)
OR
If H1TO15 == 7 (never), then H1TO23 = 0 (never)
If H2TO19 == 7 (never), then H2TO29 = 0 (never)
If H3TO38 == 0 (none), then H3TO47  = 0 (never)"
Add Health,Frequency,Domain_specific,Alcohol,Open_Ended,NA,1,"Think of all the times you had a drink during the past 12 months. How many drinks did you usually have each time?

(A
“drink” is a glass of wine, a can of beer, a wine cooler, a shot glass
of liquor, or a mixed drink.)",number of drinks,"H1TO16 (W1)
H2TO20 (W2)
H3TO39 (W3)
H4TO36 (W4)",ALC_DRINKS_PERTIME_OEA,Add Health Codebook Explorer (ACE)https://addhealth.cpc.unc.edu/documentation/codebook-explorer/#/variable_collection/2009,"Asked in W1, W2, W3, W4",N,NA,NA,"H1TO16 (W1) and H2TO20 (W2) are skipped/response gets NA depending on responses to H1TO12 (W1) and H2TO15 (W2) respectively. These are phrased differently.

H1TO12: Have you had a drink of beer, wine, or liquor—not just a sip or a taste of someone else’s drink more than 2 or 3 times in your life? No (0), Yes (1),  Refuse (6), DK (8), NA (9)

H2TO15: Since {MOLI}, have you had a drink of beer, wine, or liquor—not just a sip or a taste of someone else’s drink—more than two or three times?  No (0), Yes (1), Refuse (6), DK (8)

H3TO37: Since June 1995, have you had a drink of beer, wine, or liquor  more than two or three times? Do not include sips or tastes  from someone else’s drink.  No (0), Yes (1),  Refuse (6), DK (8), NA (9)

H4TO33 : Have you had a drink of beer, wine, or liquor more than two or three times? Do not include sips or tastes from someone else's drink.  No (0), Yes (1), Refuse (6), DK (8)


AND

H1TO16 (W1), H2TO20 (W2), H3TO39 (W3) and H4TO36 (W4) are skipped/response gets NA depending on responses to H1TO15 (W1), H2TO19 (W2), H3TO38 (W3) and H4TO35 (W4) respectively. 
H1TO15 (W1), H2TO19 (W2), H3TO38 (W3) and H4TO35 (W4): During the past 12 months, how often did you drink beer, wine, or liquor?


If H1TO12 == 0, then H1TO16 = 0
If H2TO15 == 0, then H2TO20 = 0
If H3TO37 == 0, then H3TO43  = 0 
If H4TO33 == 0, then If H4TO38 = 0
OR
If H1TO15 == 7 (never), then H1TO16 = 0
If H2TO19 == 7 (never), then H2TO20 = 0
If H3TO38 == 0 (none), then H3TO39  = 0 
If H4TO35 == 0 (none), then If H4TO36 = 0"
Add Health,Frequency,Domain_specific,Alcohol,Open_Ended,NA,1,"Think of all the times you have had a drink during the past 30 days. How many drinks did you usually have each time? A ""drink"" is a glass of wine, a can or bottle of beer, a wine cooler, a shot glass of liquor, or a mixed drink.",number of drinks,"H4TO40 (W4)
H5TO14 (W5)",ALC_DRINKS_PERTIME_OEB,"Add Health Codebook Explorer (ACE)
Wave V 
Mixed-Mode Survey codebook
https://addhealth.cpc.unc.edu/documentation/codebook-explorer/#/variable_collection/1981","Asked in  W4, W5",N,NA,NA,"H4TO40 (W4) and H5TO14 (W5) are skipped/response gets NA depending on responses to H4TO33 (W4)  - H4TO39 (W4) and  H5TO11- H5TO13 respectively. 


If H4TO33 == 0, then If H4TO40 = 0
If H4TO39 == 0, then If H4TO40 = 0
If H5TO11 == 0, then H5TO14 == 0
If H5TO12 == 0, then H5TO14 == 0,
If H5TO13 == 0, then H5TO14 == 0"
Add Health,Frequency,Domain_specific,Alcohol,Ordinal,7,365,"During the past 12 months, how often did you get drunk?","1) every day or almost everyday
2) 3 to 5 days a week 
3) 1 or 2 days a week
4) 2 or 3 days a month
5) once a month or less (3-12 times in the past 12 months)
6) 1 or 2 days in the past 12 months
7) never","H1TO18 (W1)
H2TO22 (W2)",ALC_DRUNK_YR_ORD7A,Add Health Codebook Explorer (ACE)https://addhealth.cpc.unc.edu/documentation/codebook-explorer/#/variable_collection/2010,"asked in W1 and W2


Need to adjust coding of the variable such that it matches W3 and W4 coding for the similar measure (H3TO43 & H4TO38)

",Y,NA,NA,"H1TO18 (W1) and H2TO22 (W2) are skipped/response gets NA depending on responses to H1TO12 (W1) and H2TO15 (W2) respectively. These are phrased differently.

H1TO12: Have you had a drink of beer, wine, or liquor—not just a sip or a taste of someone else’s drink more than 2 or 3 times in your life? No (0), Yes (1),  Refuse (6), DK (8), NA (9)

H2TO15: Since {MOLI}, have you had a drink of beer, wine, or liquor—not just a sip or a taste of someone else’s drink—more than two or three times?  No (0), Yes (1), Refuse (6), DK (8)

AND

H1TO18 (W1) and H2TO22 (W2) are skipped/response gets NA depending on responses to H1TO15 (W1) and H2TO19 (W2) respectively. 
H1TO15 (W1) and H2TO19 (W2): During the past 12 months, how often did you drink beer, wine, or liquor?
1)  every day or almost everyday 
2)  3 to 5 days a week 
3)  1 or 2 days a week 
4)  2 or 3 days a month 
5)  once-a month or less (3-12 times in the past 12 months) 
6)  1 or 2 days in the past 12 months 
7)  never 


If H1TO12 == 0, then H1TO18 = 7 (never)
If H2TO15 == 0, then H2TO22 = 7 (never)
OR
If H1TO15 == 7 (never), then H1TO18 = 7 (never)
If H2TO19 == 7 (never), then H2TO22 = 7 (never)"
Add Health,Frequency,Domain_specific,Alcohol,Ordinal,7,365,"During the past 12 months, how often did you get drunk?","0) none
1) 1 or 2 days in the past 12 months
2) once a month or less (3-12 times in the past 12 months)
3) 2 or 3 days a month
4) 1 or 2 days a week
5) 3 to 5 days a week
6) every day or almost every day
","H3TO43 (W3)
H4TO38 (W4)",ALC_DRUNK_YR_ORD7A,Add Health Codebook Explorer (ACE)https://addhealth.cpc.unc.edu/documentation/codebook-explorer/#/variable_collection/2010,"asked in W3 and W4 

",N,NA,NA,"
H3TO43 (W3) and H4TO38 (W4) are skipped/response gets NA depending on responses to H3TO37 (W3) and H4TO33 (W4) respectively. These are phrased differently.

H3TO37: Since June 1995, have you had a drink of beer, wine, or liquor  more than two or three times? Do not include sips or tastes  from someone else’s drink.  No (0), Yes (1),  Refuse (6), DK (8), NA (9)

H4TO33 : Have you had a drink of beer, wine, or liquor more than two or three times? Do not include sips or tastes from someone else's drink.  No (0), Yes (1), Refuse (6), DK (8)

AND

H3TO43 (W3) and H4TO38 (W4) are skipped/response gets NA depending on responses to H3TO38 (W3) and H4TO35 (W4) respectively. 

H3TO38 (W3) and H4TO35 (W4): During the past 12 months, how often did you drink beer, wine, or liquor?
0) none 
1) 1 or 2 days in the past month
2) once a month or less (3-12 times in the past 12 months)
3)  2 or 3 days a month
4) 1 or 2 days a week
5) 3 to 5 days a week
6) every day or almost every day 


If H3TO37 == 0, then H3TO43  = 0 (none)
If H4TO33 == 0, then If H4TO38 = 0 (none)
OR 
If H3TO38 == 0 (none), then H3TO43  = 0 (none)
If H4TO35 == 0 (none), then If H4TO38 = 0 (none)"
Add Health,Frequency,Domain_specific,Alcohol,Ordinal,5,365,"Over the past 12 months, how many times did you get into a physical fight because you had been drinking?","0) never 
1) once
2) twice
3) 3 to 4 times
4) 5 or more times","H1TO28 (W1)
H2TO33 (W2)
H3TO48D (W3)",ALC_FIGHT_YR_ORD5A,Add Health Codebook Explorer (ACE)https://addhealth.cpc.unc.edu/documentation/codebook-explorer/#/variable_collection/821,"asked in W1, W2, W3
",N,NA,NA,"H1TO28 (W1), H2TO33 (W2) and H3TO48D (W3) are skipped/response gets NA depending on responses to H1TO12 (W1), H2TO15 (W2) and H3TO37 (W3) respectively. These are phrased differently.

H1TO12: Have you had a drink of beer, wine, or liquor—not just a sip or a taste of someone else’s drink—more than 2 or 3 times in your life? No (0), Yes (1),  Refuse (6), DK (8), NA (9)

H2TO15: Since {MOLI}, have you had a drink of beer, wine, or liquor—not just a sip or a taste of someone else’s drink—more than two or three times?  No (0), Yes (1), Refuse (6), DK (8)

H3TO37: Since June 1995, have you had a drink of beer, wine, or liquor  more than two or three times? Do not include sips or tastes  from someone else’s drink.  No (0), Yes (1),  Refuse (6), DK (8), NA (9)

AND

H1TO28 (W1), H2TO33 (W2) and H3TO48D (W3)  are skipped/response gets NA depending on responses to H1TO15 (W1), H2TO19 (W2) and H3TO38 (W3) respectively.  These are phrased differently.

H1TO15 (W1) and H2TO19 (W2): During the past 12 months, how often did you drink beer, wine, or liquor?
1)  every day or almost everyday 
2)  3 to 5 days a week 
3)  1 or 2 days a week 
4)  2 or 3 days a month 
5)  once-a month or less (3-12 times in the past 12 months) 
6)  1 or 2 days in the past 12 months 
7)  never 

H3TO38 (W3) : During the past 12 months, how often did you drink beer, wine, or liquor?
0) none 
1) 1 or 2 days in the past month
2) once a month or less (3-12 times in the past 12 months)
3)  2 or 3 days a month
4) 1 or 2 days a week
5) 3 to 5 days a week
6) every day or almost every day 

If H1TO12 == 0, then H1TO28 = 0 (never)
If H2TO15 == 0, then H2TO33 = 0 (never)
If H3TO37 == 0, then H3TO48D  = 0 (never)
OR
If H1TO15 == 7 (never), then H1TO28 = 0 (never)
If H2TO19 == 7 (never), then H2TO33 = 0 (never)
If H3TO38 == 0 (none), then H3TO48D  = 0 (never)"
Add Health,Frequency,Domain_specific,Alcohol,Ordinal,5,365,"Over the past 12 months, how many times has the following happened? You had problems with your friends because you had been drinking.","0) never
1) once
2) twice
3) 3 to 4 times
4) 5 or more times
","H1TO22 (W1)
H2TO27 (W2)
H3TO46 (W3)",ALC_FRIENDS_YR_ORD5A,Add Health Codebook Explorer (ACE)https://addhealth.cpc.unc.edu/documentation/codebook-explorer/#/variable_collection/1988,"asked in W1, W2, W3
",N,NA,NA,"H1TO22 (W1), H2TO27 (W2) and H3TO46 (W3) are skipped/response gets NA depending on responses to H1TO12 (W1), H2TO15 (W2) and H3TO37 (W3) respectively. These are phrased differently.

H1TO12: Have you had a drink of beer, wine, or liquor—not just a sip or a taste of someone else’s drink—more than 2 or 3 times in your life? No (0), Yes (1),  Refuse (6), DK (8), NA (9)

H2TO15: Since {MOLI}, have you had a drink of beer, wine, or liquor—not just a sip or a taste of someone else’s drink—more than two or three times?  No (0), Yes (1), Refuse (6), DK (8)

H3TO37: Since June 1995, have you had a drink of beer, wine, or liquor  more than two or three times? Do not include sips or tastes  from someone else’s drink.  No (0), Yes (1),  Refuse (6), DK (8), NA (9)

AND

H1TO22 (W1), H2TO27 (W2) and H3TO46 (W3)  are skipped/response gets NA depending on responses to H1TO15 (W1), H2TO19 (W2) and H3TO38 (W3) respectively.  These are phrased differently.

H1TO15 (W1) and H2TO19 (W2): During the past 12 months, how often did you drink beer, wine, or liquor?
1)  every day or almost everyday 
2)  3 to 5 days a week 
3)  1 or 2 days a week 
4)  2 or 3 days a month 
5)  once-a month or less (3-12 times in the past 12 months) 
6)  1 or 2 days in the past 12 months 
7)  never 

H3TO38 (W3) : During the past 12 months, how often did you drink beer, wine, or liquor?
0) none 
1) 1 or 2 days in the past month
2) once a month or less (3-12 times in the past 12 months)
3)  2 or 3 days a month
4) 1 or 2 days a week
5) 3 to 5 days a week
6) every day or almost every day 

If H1TO12 == 0, then H1TO22 = 0 (never)
If H2TO15 == 0, then H2TO27 = 0 (never)
If H3TO37 == 0, then H3TO46  = 0 (never)
OR
If H1TO15 == 7 (never), then H1TO22 = 0 (never)
If H2TO19 == 7 (never), then H2TO27 = 0 (never)
If H3TO38 == 0 (none), then H3TO46  = 0 (never)"
